ENSG00000283572,60
ENSG00000226286,467
ENSG00000279839,2676
ENSG00000272235,3460
ENSG00000287828,726
ENSG00000286518,2782
ENSG00000130762,2807
ENSG00000272088,381
ENSG00000162591,7406
ENSG00000207776,95
ENSG00000238260,1929
ENSG00000158109,2396
ENSG00000116213,6087
ENSG00000078900,5178
ENSG00000227589,751
ENSG00000235131,349
ENSG00000227372,6354
ENSG00000276189,160
ENSG00000162592,2679
ENSG00000235169,543
ENSG00000130764,4296
ENSG00000266075,296
ENSG00000272153,530
ENSG00000116198,7749
ENSG00000169598,3144
ENSG00000198912,3496
ENSG00000236423,3058
ENSG00000233304,3239
ENSG00000226374,1640
ENSG00000284668,1254
ENSG00000284703,4815
ENSG00000229280,371
ENSG00000235054,2071
ENSG00000284694,3400
ENSG00000227169,354
ENSG00000232596,1527
ENSG00000196581,12096
ENSG00000287586,3028
ENSG00000284739,461
ENSG00000284674,1575
ENSG00000231510,445
ENSG00000284616,1221
ENSG00000284692,2207
ENSG00000284666,607
ENSG00000260972,1696
ENSG00000283356,134
ENSG00000236948,844
ENSG00000264341,72
ENSG00000289893,1480
ENSG00000264101,69
ENSG00000131697,5515
ENSG00000069424,5965
ENSG00000116254,9808
ENSG00000285629,658
ENSG00000116251,2276
ENSG00000226944,375
ENSG00000158286,3963
ENSG00000116237,4790
ENSG00000225077,2036
ENSG00000173673,706
ENSG00000158292,4192
ENSG00000097021,1804
ENSG00000271746,836
ENSG00000069812,4258
ENSG00000187017,4720
ENSG00000265392,62
ENSG00000231868,348
ENSG00000215788,3477
ENSG00000171680,4169
ENSG00000162408,6615
ENSG00000253022,110
ENSG00000229519,399
ENSG00000173662,2758
ENSG00000204859,2477
ENSG00000162413,6442
ENSG00000116273,3628
ENSG00000041988,2048
ENSG00000007923,4990
ENSG00000228750,1684
ENSG00000284744,984
ENSG00000237436,412
ENSG00000171735,8291
ENSG00000227950,285
ENSG00000237365,347
ENSG00000207056,164
ENSG00000237402,363
ENSG00000237728,430
ENSG00000225126,359
ENSG00000270171,1720
ENSG00000270035,569
ENSG00000269978,266
ENSG00000049245,2173
ENSG00000269925,392
ENSG00000049246,6343
ENSG00000236266,827
ENSG00000049247,1594
ENSG00000049249,5864
ENSG00000270330,354
ENSG00000116288,1120
ENSG00000200344,102
ENSG00000284747,2234
ENSG00000284716,1041
ENSG00000116285,3093
ENSG00000238290,2041
ENSG00000232848,798
ENSG00000229305,1071
ENSG00000288816,1000
ENSG00000227634,892
ENSG00000200975,163
ENSG00000233645,475
ENSG00000251977,106
ENSG00000162426,2487
ENSG00000252254,112
ENSG00000142599,8002
ENSG00000232912,1048
ENSG00000221083,124
ENSG00000270282,368
ENSG00000234619,657
ENSG00000224315,702
ENSG00000222511,102
ENSG00000226545,413
ENSG00000228423,351
ENSG00000229716,368
ENSG00000074800,2539
ENSG00000274258,88
ENSG00000230679,454
ENSG00000201725,106
ENSG00000238249,742
ENSG00000232208,351
ENSG00000232663,162
ENSG00000131686,1490
ENSG00000290109,754
ENSG00000265141,298
ENSG00000197241,1932
ENSG00000142583,4073
ENSG00000252404,183
ENSG00000180758,5193
ENSG00000228526,4455
ENSG00000284357,109
ENSG00000289914,623
ENSG00000234546,1261
ENSG00000049239,9142
ENSG00000171621,3103
ENSG00000284652,1764
ENSG00000284693,2440
ENSG00000252956,109
ENSG00000235263,706
ENSG00000171612,3858
ENSG00000231181,558
ENSG00000188807,3845
ENSG00000171608,5388
ENSG00000179840,1821
ENSG00000233268,419
ENSG00000231789,985
ENSG00000171603,4741
ENSG00000271264,244
ENSG00000280113,1982
ENSG00000178585,3000
ENSG00000223989,421
ENSG00000285701,759
ENSG00000162441,4981
ENSG00000228150,438
ENSG00000173614,3729
ENSG00000202415,318
ENSG00000283611,439
ENSG00000265521,77
ENSG00000241326,434
ENSG00000162444,856
ENSG00000130939,6155
ENSG00000224340,336
ENSG00000233623,678
ENSG00000201746,106
ENSG00000054523,10806
ENSG00000264881,85
ENSG00000199562,106
ENSG00000264501,292
ENSG00000284735,1390
ENSG00000284642,1367
ENSG00000142657,2255
ENSG00000271989,796
ENSG00000251503,1464
ENSG00000175279,909
ENSG00000241563,912
ENSG00000160049,6029
ENSG00000203469,465
ENSG00000142655,1913
ENSG00000287727,2874
ENSG00000243267,279
ENSG00000130940,7913
ENSG00000272078,7921
ENSG00000225158,237
ENSG00000175262,2785
ENSG00000215785,492
ENSG00000120948,4179
ENSG00000009724,2659
ENSG00000116649,1252
ENSG00000171824,2771
ENSG00000226849,2680
ENSG00000230337,688
ENSG00000198793,8956
ENSG00000225602,701
ENSG00000253086,102
ENSG00000171819,2219
ENSG00000207451,106
ENSG00000238173,149
ENSG00000120942,3652
ENSG00000238199,435
ENSG00000284646,738
ENSG00000224338,564
ENSG00000204624,5244
ENSG00000285833,1049
ENSG00000235643,1348
ENSG00000284708,2092
ENSG00000116661,2208
ENSG00000132879,3313
ENSG00000116670,3309
ENSG00000116663,1438
ENSG00000162490,7358
ENSG00000177674,1125
ENSG00000215910,4651
ENSG00000177553,1865
ENSG00000177000,8366
ENSG00000011021,5609
ENSG00000276470,172
ENSG00000278852,148
ENSG00000175206,852
ENSG00000275915,107
ENSG00000120937,705
ENSG00000224904,2636
ENSG00000285646,1713
ENSG00000199347,119
ENSG00000201801,119
ENSG00000116685,2816
ENSG00000083444,2957
ENSG00000287384,594
ENSG00000116688,4752
ENSG00000270914,92
ENSG00000116691,1703
ENSG00000202461,112
ENSG00000276869,64
ENSG00000243539,274
ENSG00000120949,3745
ENSG00000201135,103
ENSG00000227875,254
ENSG00000285604,1192
ENSG00000283789,95
ENSG00000028137,3677
ENSG00000263676,60
ENSG00000225196,315
ENSG00000252969,123
ENSG00000048707,16287
ENSG00000239149,151
ENSG00000229484,1935
ENSG00000162496,2195
ENSG00000221340,100
ENSG00000276830,66
ENSG00000288927,572
ENSG00000272482,1080
ENSG00000204518,2023
ENSG00000226166,111
ENSG00000188984,4051
ENSG00000157330,3560
ENSG00000116726,2886
ENSG00000116721,2156
ENSG00000228338,376
ENSG00000239810,1841
ENSG00000231103,1413
ENSG00000179172,1132
ENSG00000120952,1638
ENSG00000243073,1836
ENSG00000187545,1521
ENSG00000204510,1862
ENSG00000207434,106
ENSG00000234064,1137
ENSG00000232423,1716
ENSG00000274178,1447
ENSG00000274764,1943
ENSG00000277058,1895
ENSG00000229571,1915
ENSG00000277862,1444
ENSG00000236179,889
ENSG00000275774,1154
ENSG00000229978,1449
ENSG00000290772,665
ENSG00000233336,382
ENSG00000280267,2393
ENSG00000179412,1717
ENSG00000204505,2461
ENSG00000279169,2159
ENSG00000279804,2122
ENSG00000250894,1368
ENSG00000270601,1851
ENSG00000231219,1066
ENSG00000207511,106
ENSG00000182330,1567
ENSG00000237700,1514
ENSG00000204501,1861
ENSG00000228229,382
ENSG00000204481,2160
ENSG00000204480,2120
ENSG00000204479,1575
ENSG00000204478,1593
ENSG00000162494,2166
ENSG00000259961,474
ENSG00000215909,369
ENSG00000162493,3098
ENSG00000222952,100
ENSG00000237445,377
ENSG00000253085,129
ENSG00000116731,7947
ENSG00000289380,687
ENSG00000189337,6857
ENSG00000252151,102
ENSG00000231606,1236
ENSG00000234593,1402
ENSG00000235829,324
ENSG00000287756,1451
ENSG00000175147,7094
ENSG00000171729,1967
ENSG00000204464,439
ENSG00000215720,708
ENSG00000278480,964
ENSG00000142621,5576
ENSG00000233485,3103
ENSG00000236045,725
ENSG00000228140,5175
ENSG00000142634,2418
ENSG00000162438,3474
ENSG00000142615,908
ENSG00000215704,907
ENSG00000132906,4455
ENSG00000116138,6284
ENSG00000251866,139
ENSG00000272510,345
ENSG00000116771,3088
ENSG00000237301,2843
ENSG00000235084,446
ENSG00000252417,67
ENSG00000236500,224
ENSG00000197312,10657
ENSG00000215695,2320
ENSG00000271742,255
ENSG00000116786,4114
ENSG00000237938,751
ENSG00000162461,3124
ENSG00000224459,640
ENSG00000162460,1437
ENSG00000162458,3488
ENSG00000224321,489
ENSG00000233954,2179
ENSG00000178715,437
ENSG00000179743,2471
ENSG00000065526,13485
ENSG00000270620,210
ENSG00000116809,2754
ENSG00000234607,562
ENSG00000231353,259
ENSG00000275503,235
ENSG00000224966,954
ENSG00000183888,3037
ENSG00000233078,464
ENSG00000173641,2700
ENSG00000186510,3036
ENSG00000232456,699
ENSG00000184908,3953
ENSG00000185519,1713
ENSG00000142627,3929
ENSG00000227959,1756
ENSG00000224621,542
ENSG00000234166,437
ENSG00000142632,3306
ENSG00000291077,1000
ENSG00000237276,1703
ENSG00000288398,2661
ENSG00000132881,1569
ENSG00000233929,185
ENSG00000037637,6217
ENSG00000055070,3476
ENSG00000226457,380
ENSG00000187144,3602
ENSG00000157191,4612
ENSG00000226029,3243
ENSG00000290842,5353
ENSG00000080947,2024
ENSG00000206652,163
ENSG00000261135,1109
ENSG00000285853,1555
ENSG00000224174,325
ENSG00000233421,1546
ENSG00000277344,143
ENSG00000225710,879
ENSG00000219481,5903
ENSG00000271732,338
ENSG00000291072,2562
ENSG00000215908,2755
ENSG00000283773,164
ENSG00000186301,2273
ENSG00000282143,814
ENSG00000207513,163
ENSG00000280114,1346
ENSG00000236698,434
ENSG00000290849,568
ENSG00000268869,3682
ENSG00000279151,403
ENSG00000282740,816
ENSG00000058453,6623
ENSG00000290850,571
ENSG00000207389,163
ENSG00000227684,494
ENSG00000290851,3980
ENSG00000186715,2168
ENSG00000223643,731
ENSG00000230239,879
ENSG00000263811,72
ENSG00000228549,2518
ENSG00000277234,143
ENSG00000238142,1664
ENSG00000235241,507
ENSG00000207005,163
ENSG00000272426,437
ENSG00000290122,197
ENSG00000117122,2365
ENSG00000286898,383
ENSG00000226526,634
ENSG00000159363,3967
ENSG00000288636,308
ENSG00000117118,1007
ENSG00000117115,4345
ENSG00000204362,4673
ENSG00000282843,1223
ENSG00000142623,3830
ENSG00000142619,3173
ENSG00000266634,86
ENSG00000159339,2251
ENSG00000276747,2380
ENSG00000227751,309
ENSG00000179051,4027
ENSG00000290096,142
ENSG00000074964,4596
ENSG00000236648,1022
ENSG00000117148,1838
ENSG00000284653,2009
ENSG00000261781,2468
ENSG00000117154,1882
ENSG00000280222,6472
ENSG00000230035,426
ENSG00000225387,489
ENSG00000179023,5044
ENSG00000235282,265
ENSG00000225478,222
ENSG00000009709,6204
ENSG00000179002,2514
ENSG00000159423,3124
ENSG00000265606,73
ENSG00000221662,77
ENSG00000169991,6170
ENSG00000272084,3401
ENSG00000127481,15786
ENSG00000230424,663
ENSG00000127463,6907
ENSG00000053372,2041
ENSG00000286064,337
ENSG00000211454,1979
ENSG00000162482,1208
ENSG00000270728,523
ENSG00000053371,1353
ENSG00000200403,106
ENSG00000040487,2167
ENSG00000077549,6170
ENSG00000240490,287
ENSG00000173436,3719
ENSG00000201609,140
ENSG00000235185,205
ENSG00000158747,2156
ENSG00000270136,989
ENSG00000226396,454
ENSG00000158748,3797
ENSG00000162542,2930
ENSG00000178828,1254
ENSG00000235434,445
ENSG00000169914,6507
ENSG00000188784,781
ENSG00000242688,300
ENSG00000188257,1303
ENSG00000127472,1913
ENSG00000117215,2647
ENSG00000158786,4127
ENSG00000227066,2491
ENSG00000187980,3245
ENSG00000162543,5560
ENSG00000228105,618
ENSG00000284710,1545
ENSG00000158816,9121
ENSG00000226664,227
ENSG00000236963,2981
ENSG00000226487,373
ENSG00000284641,1154
ENSG00000284743,672
ENSG00000162545,2324
ENSG00000289402,726
ENSG00000090432,2424
ENSG00000215520,762
ENSG00000183114,2447
ENSG00000158825,805
ENSG00000158828,3816
ENSG00000284005,109
ENSG00000117242,4440
ENSG00000244038,2115
ENSG00000117245,3954
ENSG00000235432,475
ENSG00000189410,3888
ENSG00000233069,297
ENSG00000127483,6393
ENSG00000075151,7796
ENSG00000251914,61
ENSG00000221808,118
ENSG00000233072,384
ENSG00000236073,114
ENSG00000235112,294
ENSG00000287192,1110
ENSG00000117298,5080
ENSG00000236936,720
ENSG00000231105,2476
ENSG00000236216,375
ENSG00000228823,647
ENSG00000236009,604
ENSG00000227001,656
ENSG00000187952,1233
ENSG00000186543,825
ENSG00000142794,4383
ENSG00000176378,326
ENSG00000162551,2524
ENSG00000289715,142
ENSG00000233431,819
ENSG00000076864,4269
ENSG00000090686,4392
ENSG00000231978,306
ENSG00000187942,4011
ENSG00000142798,14244
ENSG00000232037,482
ENSG00000283234,1160
ENSG00000219073,991
ENSG00000285959,1460
ENSG00000273610,296
ENSG00000201919,103
ENSG00000142789,898
ENSG00000278124,296
ENSG00000201273,103
ENSG00000228397,1469
ENSG00000218510,1515
ENSG00000289694,2378
ENSG00000285752,2571
ENSG00000285794,221
ENSG00000070831,10497
ENSG00000230068,690
ENSG00000271428,487
ENSG00000162552,3963
ENSG00000285873,806
ENSG00000266564,61
ENSG00000234397,491
ENSG00000279625,1852
ENSG00000184677,8973
ENSG00000237200,271
ENSG00000070886,5002
ENSG00000276835,108
ENSG00000173372,1768
ENSG00000289692,828
ENSG00000159189,1546
ENSG00000173369,1568
ENSG00000133216,11019
ENSG00000265422,81
ENSG00000225952,478
ENSG00000264014,67
ENSG00000215906,1942
ENSG00000227868,661
ENSG00000004487,5767
ENSG00000240553,664
ENSG00000263793,67
ENSG00000266802,76
ENSG00000169641,8408
ENSG00000229010,817
ENSG00000206935,106
ENSG00000252578,100
ENSG00000289014,791
ENSG00000179546,3317
ENSG00000215381,459
ENSG00000261326,5443
ENSG00000284726,602
ENSG00000125944,7740
ENSG00000125945,4461
ENSG00000249087,2546
ENSG00000201405,92
ENSG00000271420,649
ENSG00000204219,1708
ENSG00000232482,423
ENSG00000088280,4026
ENSG00000007968,5189
ENSG00000235052,454
ENSG00000117318,947
ENSG00000285802,1318
ENSG00000197880,1774
ENSG00000229239,1179
ENSG00000142676,1595
ENSG00000236810,1499
ENSG00000011007,5065
ENSG00000057757,1584
ENSG00000289835,267
ENSG00000011009,1625
ENSG00000117308,2071
ENSG00000117305,2141
ENSG00000179163,2035
ENSG00000188822,5263
ENSG00000229106,1266
ENSG00000232557,208
ENSG00000264926,77
ENSG00000230228,367
ENSG00000189266,2424
ENSG00000188529,7650
ENSG00000215905,326
ENSG00000225315,450
ENSG00000142661,5723
ENSG00000230703,458
ENSG00000142677,2810
ENSG00000185436,4559
ENSG00000158055,2818
ENSG00000230023,1846
ENSG00000232298,851
ENSG00000001460,6006
ENSG00000001461,5468
ENSG00000288982,377
ENSG00000286061,556
ENSG00000117602,6858
ENSG00000264443,1442
ENSG00000184454,4059
ENSG00000227312,347
ENSG00000239106,102
ENSG00000133226,3842
ENSG00000284699,882
ENSG00000169504,4247
ENSG00000238482,106
ENSG00000020633,4334
ENSG00000278034,71
ENSG00000229162,817
ENSG00000261025,2442
ENSG00000264371,83
ENSG00000285823,1105
ENSG00000233755,612
ENSG00000233419,401
ENSG00000231953,986
ENSG00000117614,1960
ENSG00000284602,2189
ENSG00000284657,759
ENSG00000117616,3028
ENSG00000272432,484
ENSG00000261349,457
ENSG00000187010,2996
ENSG00000224183,479
ENSG00000259984,457
ENSG00000183726,2259
ENSG00000188672,1798
ENSG00000238084,477
ENSG00000204178,3929
ENSG00000157978,4663
ENSG00000225643,481
ENSG00000117643,4633
ENSG00000233478,2222
ENSG00000162430,4301
ENSG00000255054,565
ENSG00000228172,2306
ENSG00000117640,3256
ENSG00000272478,221
ENSG00000127423,2158
ENSG00000236528,847
ENSG00000182749,3021
ENSG00000207302,109
ENSG00000117632,2943
ENSG00000229786,250
ENSG00000223624,139
ENSG00000283938,92
ENSG00000158006,3476
ENSG00000207237,103
ENSG00000252190,124
ENSG00000252691,83
ENSG00000158008,4009
ENSG00000158014,3241
ENSG00000284309,939
ENSG00000158022,1761
ENSG00000175087,4275
ENSG00000197245,2797
ENSG00000282872,1081
ENSG00000236782,1465
ENSG00000142684,696
ENSG00000142675,2653
ENSG00000188782,1857
ENSG00000236155,2100
ENSG00000278572,896
ENSG00000130695,3921
ENSG00000270733,357
ENSG00000142669,766
ENSG00000158062,2632
ENSG00000169442,579
ENSG00000176092,6237
ENSG00000225854,345
ENSG00000176083,1705
ENSG00000131914,3971
ENSG00000117682,3352
ENSG00000223583,534
ENSG00000225891,1137
ENSG00000198830,1934
ENSG00000224129,896
ENSG00000117676,3180
ENSG00000238705,51
ENSG00000243905,303
ENSG00000252802,101
ENSG00000252429,63
ENSG00000289452,203
ENSG00000229247,237
ENSG00000238316,103
ENSG00000235069,234
ENSG00000260063,1999
ENSG00000290006,460
ENSG00000117713,8575
ENSG00000060642,4968
ENSG00000241188,290
ENSG00000287810,176
ENSG00000204160,5037
ENSG00000175793,1307
ENSG00000142751,4660
ENSG00000226698,304
ENSG00000289554,1126
ENSG00000198746,2118
ENSG00000090273,1783
ENSG00000131910,1163
ENSG00000175707,1851
ENSG00000172746,495
ENSG00000224064,396
ENSG00000225294,443
ENSG00000253368,1959
ENSG00000158246,2380
ENSG00000090020,4725
ENSG00000229985,526
ENSG00000214973,639
ENSG00000225159,866
ENSG00000225990,219
ENSG00000224311,376
ENSG00000142784,5139
ENSG00000252098,103
ENSG00000243659,280
ENSG00000186501,2858
ENSG00000206888,106
ENSG00000241547,467
ENSG00000142765,2673
ENSG00000142733,4409
ENSG00000142748,1103
ENSG00000174950,1452
ENSG00000231207,353
ENSG00000181773,2135
ENSG00000158195,5672
ENSG00000241169,426
ENSG00000237429,281
ENSG00000126705,6431
ENSG00000000938,2624
ENSG00000235912,191
ENSG00000233975,1660
ENSG00000126709,906
ENSG00000225886,653
ENSG00000206767,106
ENSG00000226662,661
ENSG00000207095,104
ENSG00000287244,934
ENSG00000009780,3570
ENSG00000231344,348
ENSG00000230833,675
ENSG00000117758,3025
ENSG00000269971,183
ENSG00000270031,358
ENSG00000223062,105
ENSG00000286433,1469
ENSG00000117751,2644
ENSG00000252947,165
ENSG00000130775,2859
ENSG00000117748,1575
ENSG00000130768,1905
ENSG00000227050,486
ENSG00000158156,4989
ENSG00000158161,5981
ENSG00000238231,366
ENSG00000240750,296
ENSG00000228589,680
ENSG00000228943,233
ENSG00000289576,948
ENSG00000214812,555
ENSG00000253005,104
ENSG00000169403,4188
ENSG00000126698,1754
ENSG00000290123,518
ENSG00000130770,1853
ENSG00000270605,1944
ENSG00000271398,424
ENSG00000130766,3452
ENSG00000130772,1826
ENSG00000204138,6034
ENSG00000206779,100
ENSG00000229820,393
ENSG00000221216,118
ENSG00000180198,2831
ENSG00000242125,2612
ENSG00000274266,205
ENSG00000200087,203
ENSG00000231468,609
ENSG00000279443,2082
ENSG00000180098,2035
ENSG00000197989,1997
ENSG00000221539,73
ENSG00000278274,129
ENSG00000273544,131
ENSG00000280498,134
ENSG00000274582,136
ENSG00000120656,3274
ENSG00000188060,2234
ENSG00000229388,686
ENSG00000270103,130
ENSG00000274978,133
ENSG00000162419,6348
ENSG00000252777,129
ENSG00000289291,1626
ENSG00000198492,2819
ENSG00000116329,9314
ENSG00000233427,1082
ENSG00000199756,109
ENSG00000159023,6369
ENSG00000225616,330
ENSG00000206704,100
ENSG00000277958,281
ENSG00000253304,2551
ENSG00000225750,276
ENSG00000116350,8121
ENSG00000277916,168
ENSG00000116353,2505
ENSG00000237934,570
ENSG00000060656,5543
ENSG00000230523,2145
ENSG00000225011,347
ENSG00000228176,496
ENSG00000284676,1948
ENSG00000270927,492
ENSG00000233399,1512
ENSG00000233372,549
ENSG00000231251,92
ENSG00000236335,504
ENSG00000231949,478
ENSG00000289710,170
ENSG00000162510,3822
ENSG00000186056,3921
ENSG00000287510,1075
ENSG00000162511,2169
ENSG00000264773,76
ENSG00000229607,442
ENSG00000223382,1728
ENSG00000222784,287
ENSG00000235143,1745
ENSG00000162512,6389
ENSG00000266210,266
ENSG00000134644,5363
ENSG00000237329,506
ENSG00000232768,162
ENSG00000215900,250
ENSG00000225142,435
ENSG00000084628,2915
ENSG00000060688,1922
ENSG00000229447,436
ENSG00000121766,1722
ENSG00000229044,436
ENSG00000121769,1093
ENSG00000168528,2796
ENSG00000215899,1341
ENSG00000206981,106
ENSG00000260386,2269
ENSG00000265961,113
ENSG00000284543,5016
ENSG00000229167,588
ENSG00000142910,4753
ENSG00000121764,2298
ENSG00000162517,1609
ENSG00000235790,894
ENSG00000264078,478
ENSG00000084636,5347
ENSG00000121753,5675
ENSG00000266580,75
ENSG00000254545,535
ENSG00000134668,3917
ENSG00000203620,2255
ENSG00000269967,585
ENSG00000184007,3904
ENSG00000288678,65
ENSG00000228634,515
ENSG00000284702,1871
ENSG00000121774,2729
ENSG00000203325,621
ENSG00000121775,2078
ENSG00000266203,58
ENSG00000276493,290
ENSG00000025800,7341
ENSG00000250135,665
ENSG00000084652,5002
ENSG00000160050,3505
ENSG00000224066,782
ENSG00000160051,2247
ENSG00000222046,1856
ENSG00000160055,2732
ENSG00000084623,3167
ENSG00000291132,2660
ENSG00000220785,1535
ENSG00000290045,1378
ENSG00000183615,945
ENSG00000182866,2469
ENSG00000277617,259
ENSG00000252450,109
ENSG00000116478,2402
ENSG00000175130,1544
ENSG00000233775,685
ENSG00000162526,1024
ENSG00000225828,2757
ENSG00000160058,4589
ENSG00000224333,1006
ENSG00000270850,340
ENSG00000229259,1797
ENSG00000263529,300
ENSG00000254553,3437
ENSG00000273274,12827
ENSG00000160062,7072
ENSG00000176261,1560
ENSG00000200591,101
ENSG00000162521,7871
ENSG00000162520,3498
ENSG00000224409,393
ENSG00000162522,5486
ENSG00000134684,3250
ENSG00000116497,4213
ENSG00000160097,2825
ENSG00000121905,1408
ENSG00000121900,1024
ENSG00000287691,572
ENSG00000116514,2668
ENSG00000278966,910
ENSG00000217644,525
ENSG00000239670,861
ENSG00000236065,1678
ENSG00000004455,7679
ENSG00000276645,344
ENSG00000142920,5841
ENSG00000278997,1359
ENSG00000116525,3812
ENSG00000279179,3447
ENSG00000284721,1930
ENSG00000160094,3178
ENSG00000270115,468
ENSG00000184389,1018
ENSG00000225313,1429
ENSG00000134686,4241
ENSG00000284154,99
ENSG00000222112,298
ENSG00000233246,487
ENSG00000234512,2705
ENSG00000121903,9448
ENSG00000235907,735
ENSG00000121904,13584
ENSG00000227000,1617
ENSG00000176256,2501
ENSG00000231163,1359
ENSG00000201148,114
ENSG00000142698,3043
ENSG00000270241,433
ENSG00000287703,1424
ENSG00000207941,95
ENSG00000163866,5692
ENSG00000189280,1353
ENSG00000189433,1442
ENSG00000255811,558
ENSG00000188910,2190
ENSG00000187513,1619
ENSG00000230163,718
ENSG00000116544,3909
ENSG00000284773,3161
ENSG00000241014,1884
ENSG00000243749,1068
ENSG00000271741,3082
ENSG00000163867,6226
ENSG00000197056,4595
ENSG00000233940,476
ENSG00000228348,462
ENSG00000284640,1883
ENSG00000116560,4031
ENSG00000201868,93
ENSG00000146463,7336
ENSG00000240374,302
ENSG00000201542,151
ENSG00000229994,885
ENSG00000227409,457
ENSG00000142687,6729
ENSG00000278702,322
ENSG00000236274,999
ENSG00000020129,3691
ENSG00000239636,907
ENSG00000116819,3104
ENSG00000126067,4420
ENSG00000142686,2626
ENSG00000092853,8487
ENSG00000232335,537
ENSG00000134698,7254
ENSG00000092847,13693
ENSG00000271164,482
ENSG00000286899,1800
ENSG00000271914,395
ENSG00000126070,19641
ENSG00000271554,383
ENSG00000232862,1671
ENSG00000092850,1728
